STRUCTURE;REF_AREA;Reference area;MEASURE;Measure;UNIT_MEASURE;Unit of measure;DOMAIN;Domain;TIME_PERIOD;OBS_VALUE;OBS_STATUS;Observation status;;
DATAFLOW;LUX;Luxembourg;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2018;38.38;A;Normal value;;
DATAFLOW;PRT;Portugal;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2013;34.78;A;Normal value;;
DATAFLOW;PRT;Portugal;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2017;44.52;A;Normal value;;
DATAFLOW;SVN;Slovenia;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2014;54.09;A;Normal value;;
DATAFLOW;SVN;Slovenia;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2017;65.02;A;Normal value;;
DATAFLOW;IRL;Ireland;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2013;46.75;A;Normal value;;
DATAFLOW;IRL;Ireland;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2018;56.89;A;Normal value;;
DATAFLOW;POL;Poland;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2014;52.46;A;Normal value;;
DATAFLOW;POL;Poland;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2016;47.8;A;Normal value;;
DATAFLOW;BEL;Belgium;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2014;25.24;A;Normal value;;
DATAFLOW;BEL;Belgium;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2017;37.76;A;Normal value;;
DATAFLOW;FIN;Finland;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2013;36.78;A;Normal value;;
DATAFLOW;FIN;Finland;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2016;41.4;A;Normal value;;
DATAFLOW;FRA;France;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2014;32.09;A;Normal value;;
DATAFLOW;FRA;France;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2017;41.44;A;Normal value;;
DATAFLOW;DEU;Germany;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2014;31.04;A;Normal value;;
DATAFLOW;DEU;Germany;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2017;39.9;A;Normal value;;
DATAFLOW;GRC;Greece;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2014;55.36;A;Normal value;;
DATAFLOW;GRC;Greece;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2018;69.71;A;Normal value;;
DATAFLOW;NLD;Netherlands;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2015;28;A;Normal value;;
DATAFLOW;NLD;Netherlands;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2019;14;A;Normal value;;
DATAFLOW;DNK;Denmark;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2015;30.76;A;Normal value;;
DATAFLOW;DNK;Denmark;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2019;30.2;A;Normal value;;
DATAFLOW;GBR;United Kingdom;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2015;31.51;A;Normal value;;
DATAFLOW;GBR;United Kingdom;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2017;40;A;Normal value;;
DATAFLOW;NOR;Norway;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2015;21.65;A;Normal value;;
DATAFLOW;NOR;Norway;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2018;25.7;A;Normal value;;
DATAFLOW;LVA;Latvia;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2014;62.22;A;Normal value;;
DATAFLOW;LVA;Latvia;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2017;83.23;A;Normal value;;
DATAFLOW;HUN;Hungary;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2014;32.54;A;Normal value;;
DATAFLOW;HUN;Hungary;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2017;63.95;A;Normal value;;
DATAFLOW;EST;Estonia;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2013;39.57;A;Normal value;;
DATAFLOW;EST;Estonia;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2017;52.07;A;Normal value;;
DATAFLOW;ITA;Italy;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2014;26.87;A;Normal value;;
DATAFLOW;ITA;Italy;1_6;Equivalised liquid financial assets below three months of the annual national relative income poverty line;PT_POP;Percentage of population;HSL_1;Income and wealth;2016;36.19;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;0.6;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;0.6;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;0.7;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;0.5;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;0.5;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;0.4;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;0.4;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;0.4;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;0.6;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.5;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;0.5;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;0.6;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2019;0.5;A;Normal value;;
DATAFLOW;AUT;Austria;10_1;Homicides;DT;Deaths;HSL_10;Safety;2020;0.4;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;0.7;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;0.8;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;0.7;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;0.7;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;0.7;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;0.6;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;0.6;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;0.7;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;0.6;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.6;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;0.7;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;0.6;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2019;0.6;A;Normal value;;
DATAFLOW;ESP;Spain;10_1;Homicides;DT;Deaths;HSL_10;Safety;2020;0.6;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;0.9;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;0.9;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;0.9;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;0.9;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;0.9;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;0.9;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;0.8;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;0.7;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;0.6;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.6;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;0.8;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;0.6;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2019;0.6;A;Normal value;;
DATAFLOW;NLD;Netherlands;10_1;Homicides;DT;Deaths;HSL_10;Safety;2020;0.6;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;1.3;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;1.1;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;1.2;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;1;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;1.3;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;0.9;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.7;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;0.4;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;0.5;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;10_1;Homicides;DT;Deaths;HSL_10;Safety;2019;0.5;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;2.2;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;2.2;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;1.9;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;1.9;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;1.8;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;1.4;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;1.5;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;1.4;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;1.1;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;1.1;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;1.2;A;Normal value;;
DATAFLOW;FIN;Finland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2019;1.2;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;1.5;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;1.2;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;1.2;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;1.1;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;1.3;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;1.2;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;1;A;Normal value;Wert 2035 aus Datensatz entfernt nicht möglich!;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;1;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;1.1;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;1.1;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;1;A;Normal value;;
DATAFLOW;BEL;Belgium;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;1;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;1.4;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;1.3;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;1.1;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;0.9;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;1;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;1;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;1.1;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;0.9;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;0.7;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.7;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;0.7;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;0.5;A;Normal value;;
DATAFLOW;POL;Poland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2019;0.6;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;1;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;1.4;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;1;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;1.2;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;0.9;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;1.1;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;0.9;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;1;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;1;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.8;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;0.7;A;Normal value;;
DATAFLOW;PRT;Portugal;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;0.7;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;1.3;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;1;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;1;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;2.2;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;0.4;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;0.2;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;0.2;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;0.7;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;0.9;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.5;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;0.1;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;0.3;A;Normal value;;
DATAFLOW;LUX;Luxembourg;10_1;Homicides;DT;Deaths;HSL_10;Safety;2019;0.7;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;1;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;0.6;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;0.5;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;0.4;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;0.9;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;0.7;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;0.9;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;0.9;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;0.6;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.7;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;1.1;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;0.7;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2019;0.4;A;Normal value;;
DATAFLOW;SVN;Slovenia;10_1;Homicides;DT;Deaths;HSL_10;Safety;2020;0.7;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;1.2;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;0.8;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;0.9;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;1;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;0.8;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;0.7;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;0.8;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;0.8;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;1;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.9;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;1.1;A;Normal value;;
DATAFLOW;SWE;Sweden;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;1;A;Normal value;;
DATAFLOW;IRL;Ireland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;1;B;Time series break;;
DATAFLOW;IRL;Ireland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;0.9;A;Normal value;;
DATAFLOW;IRL;Ireland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;1;A;Normal value;;
DATAFLOW;IRL;Ireland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;0.8;A;Normal value;;
DATAFLOW;IRL;Ireland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;0.6;A;Normal value;;
DATAFLOW;IRL;Ireland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;0.8;A;Normal value;;
DATAFLOW;IRL;Ireland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;0.6;A;Normal value;;
DATAFLOW;IRL;Ireland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;0.7;A;Normal value;;
DATAFLOW;IRL;Ireland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;0.5;A;Normal value;;
DATAFLOW;IRL;Ireland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;0.5;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;1.1;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;1.3;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;1.4;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;1.4;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;1.6;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;1.5;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;1.4;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;1;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;0.9;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.8;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;0.8;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;1;A;Normal value;;
DATAFLOW;GRC;Greece;10_1;Homicides;DT;Deaths;HSL_10;Safety;2019;0.9;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;0.6;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;0.6;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;0.7;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2010;0.5;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2011;0.5;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2012;0.5;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2013;0.5;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2014;0.4;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2015;0.6;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2016;0.4;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2017;0.3;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2018;0.4;A;Normal value;;
DATAFLOW;CHE;Switzerland;10_1;Homicides;DT;Deaths;HSL_10;Safety;2019;0.4;A;Normal value;;
DATAFLOW;FRA;France;10_1;Homicides;DT;Deaths;HSL_10;Safety;2007;0.6;A;Normal value;;
DATAFLOW;FRA;France;10_1;Homicides;DT;Deaths;HSL_10;Safety;2008;0.7;A;Normal value;;
DATAFLOW;FRA;France;10_1;Homicides;DT;Deaths;HSL_10;Safety;2009;0.8;A;Normal value;;
